Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ETHNICITY,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR15476466,not collected,AMPLICON,5964,733687,not applicable,PRJNA754842,SAMN20807888,Human,434623,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776368,Sequel,AR-226,m54042_191116_004340_AR-226_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-226,not collected,SRP332705,blood
SRR15476467,not collected,AMPLICON,6116,3688362,not applicable,PRJNA754842,SAMN20807698,Human,2359203,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776367,Sequel,AR-023,m54042_190927_043336_AR-023_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-023,not collected,SRP332705,blood
SRR15476468,not collected,AMPLICON,7357,117720,not applicable,PRJNA754842,SAMN20807887,Human,185285,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776366,Sequel II,AR-225,m64123_210408_050021_AR-225_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-225,not collected,SRP332705,blood
SRR15476469,not collected,AMPLICON,6250,1406446,not applicable,PRJNA754842,SAMN20807887,Human,506783,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776365,Sequel II,AR-225,m64123_210408_050021_AR-225_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-225,not collected,SRP332705,blood
SRR15476470,not collected,AMPLICON,7489,44934,not applicable,PRJNA754842,SAMN20807887,Human,176571,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776364,Sequel,AR-225,m54042_191116_004340_AR-225_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-225,not collected,SRP332705,blood
SRR15476471,not collected,AMPLICON,6031,229214,not applicable,PRJNA754842,SAMN20807887,Human,251730,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776363,Sequel,AR-225,m54042_191116_004340_AR-225_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-225,not collected,SRP332705,blood
SRR15476472,not collected,AMPLICON,7359,80958,not applicable,PRJNA754842,SAMN20807886,Human,187488,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776362,Sequel,AR-224,m54042_191116_004340_AR-224_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-224,not collected,SRP332705,blood
SRR15476473,not collected,AMPLICON,6113,354601,not applicable,PRJNA754842,SAMN20807886,Human,306050,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776361,Sequel,AR-224,m54042_191116_004340_AR-224_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-224,not collected,SRP332705,blood
SRR15476474,not collected,AMPLICON,7653,114801,not applicable,PRJNA754842,SAMN20807885,Human,224116,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776360,Sequel,AR-223,m54042_191116_004340_AR-223_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-223,not collected,SRP332705,blood
SRR15476475,not collected,AMPLICON,6035,1979625,not applicable,PRJNA754842,SAMN20807885,Human,978781,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776359,Sequel,AR-223,m54042_191116_004340_AR-223_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-223,not collected,SRP332705,blood
SRR15476476,not collected,AMPLICON,7429,1218434,not applicable,PRJNA754842,SAMN20807884,Human,716109,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776358,Sequel,AR-222,m54042_191116_004340_AR-222_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-222,not collected,SRP332705,blood
SRR15476477,not collected,AMPLICON,5936,3633303,not applicable,PRJNA754842,SAMN20807884,Human,1639293,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776357,Sequel,AR-222,m54042_191116_004340_AR-222_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-222,not collected,SRP332705,blood
SRR15476478,not collected,AMPLICON,7507,1065999,not applicable,PRJNA754842,SAMN20807697,Human,895054,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776356,Sequel,AR-022,m54042_190927_043336_AR-022_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-022,not collected,SRP332705,blood
SRR15476479,not collected,AMPLICON,7512,1014181,not applicable,PRJNA754842,SAMN20807883,Human,614498,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776355,Sequel,AR-221,m54042_191116_004340_AR-221_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-221,not collected,SRP332705,blood
SRR15476480,not collected,AMPLICON,6041,1788188,not applicable,PRJNA754842,SAMN20807883,Human,896672,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776354,Sequel,AR-221,m54042_191116_004340_AR-221_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-221,not collected,SRP332705,blood
SRR15476481,not collected,AMPLICON,7460,387967,not applicable,PRJNA754842,SAMN20807882,Human,329715,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776353,Sequel,AR-220,m54042_191116_004340_AR-220_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-220,not collected,SRP332705,blood
SRR15476482,not collected,AMPLICON,6125,2480870,not applicable,PRJNA754842,SAMN20807882,Human,1130734,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776352,Sequel,AR-220,m54042_191116_004340_AR-220_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-220,not collected,SRP332705,blood
SRR15476483,not collected,AMPLICON,7251,551151,not applicable,PRJNA754842,SAMN20807881,Human,385980,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776351,Sequel,AR-219,m54042_191116_004340_AR-219_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-219,not collected,SRP332705,blood
SRR15476484,not collected,AMPLICON,5936,2386404,not applicable,PRJNA754842,SAMN20807881,Human,1134120,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776350,Sequel,AR-219,m54042_191116_004340_AR-219_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-219,not collected,SRP332705,blood
SRR15476485,not collected,AMPLICON,7551,90616,not applicable,PRJNA754842,SAMN20807880,Human,198404,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776349,Sequel,AR-218,m54042_191116_004340_AR-218_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-218,not collected,SRP332705,blood
SRR15476486,not collected,AMPLICON,6075,1063268,not applicable,PRJNA754842,SAMN20807880,Human,569377,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776348,Sequel,AR-218,m54042_191116_004340_AR-218_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-218,not collected,SRP332705,blood
SRR15476487,not collected,AMPLICON,7331,469200,not applicable,PRJNA754842,SAMN20807879,Human,349851,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776347,Sequel,AR-217,m54042_191116_004340_AR-217_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-217,not collected,SRP332705,blood
SRR15476488,not collected,AMPLICON,5951,2910047,not applicable,PRJNA754842,SAMN20807879,Human,1347453,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776346,Sequel,AR-217,m54042_191116_004340_AR-217_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-217,not collected,SRP332705,blood
SRR15476489,not collected,AMPLICON,6072,3959347,not applicable,PRJNA754842,SAMN20807697,Human,2531916,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776345,Sequel,AR-022,m54042_190927_043336_AR-022_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-022,not collected,SRP332705,blood
SRR15476490,not collected,AMPLICON,7399,843595,not applicable,PRJNA754842,SAMN20807878,Human,437624,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776344,Sequel II,AR-214,m64123_210408_050021_AR-214_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-214,not collected,SRP332705,blood
SRR15476491,not collected,AMPLICON,6236,6218045,not applicable,PRJNA754842,SAMN20807878,Human,2045576,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776343,Sequel II,AR-214,m64123_210408_050021_AR-214_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-214,not collected,SRP332705,blood
SRR15476492,not collected,AMPLICON,7447,96822,not applicable,PRJNA754842,SAMN20807877,Human,198180,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776342,Sequel,AR-213,m54042_191116_004340_AR-213_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-213,not collected,SRP332705,blood
SRR15476493,not collected,AMPLICON,6077,528764,not applicable,PRJNA754842,SAMN20807877,Human,331935,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776341,Sequel,AR-213,m54042_191116_004340_AR-213_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-213,not collected,SRP332705,blood
SRR15476494,not collected,AMPLICON,7257,29029,not applicable,PRJNA754842,SAMN20807876,Human,170277,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776340,Sequel,AR-212,m54042_191116_004340_AR-212_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-212,not collected,SRP332705,blood
SRR15476495,not collected,AMPLICON,6155,338548,not applicable,PRJNA754842,SAMN20807876,Human,300708,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776762,Sequel,AR-212,m54042_191116_004340_AR-212_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-212,not collected,SRP332705,blood
SRR15476496,not collected,AMPLICON,7600,319234,not applicable,PRJNA754842,SAMN20807875,Human,313092,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776761,Sequel,AR-211,m54042_191116_004340_AR-211_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-211,not collected,SRP332705,blood
SRR15476497,not collected,AMPLICON,5918,1426317,not applicable,PRJNA754842,SAMN20807875,Human,775544,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776760,Sequel,AR-211,m54042_191116_004340_AR-211_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-211,not collected,SRP332705,blood
SRR15476498,not collected,AMPLICON,7538,693554,not applicable,PRJNA754842,SAMN20807874,Human,473215,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776759,Sequel,AR-210,m54042_191116_004340_AR-210_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-210,not collected,SRP332705,blood
SRR15476499,not collected,AMPLICON,6111,4100890,not applicable,PRJNA754842,SAMN20807874,Human,1856744,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776758,Sequel,AR-210,m54042_191116_004340_AR-210_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-210,not collected,SRP332705,blood
SRR15476500,not collected,AMPLICON,7555,1208959,not applicable,PRJNA754842,SAMN20807696,Human,1012624,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776757,Sequel,AR-021,m54042_190927_043336_AR-021_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-021,not collected,SRP332705,blood
SRR15476501,not collected,AMPLICON,7582,83408,not applicable,PRJNA754842,SAMN20807873,Human,206150,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776756,Sequel,AR-209,m54042_191116_004340_AR-209_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-209,not collected,SRP332705,blood
SRR15476502,not collected,AMPLICON,6135,1012379,not applicable,PRJNA754842,SAMN20807873,Human,637785,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776755,Sequel,AR-209,m54042_191116_004340_AR-209_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-209,not collected,SRP332705,blood
SRR15476503,not collected,AMPLICON,7459,305827,not applicable,PRJNA754842,SAMN20807872,Human,322770,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776754,Sequel,AR-208,m54042_191116_004340_AR-208_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-208,not collected,SRP332705,blood
SRR15476504,not collected,AMPLICON,6118,1731529,not applicable,PRJNA754842,SAMN20807872,Human,858604,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776753,Sequel,AR-208,m54042_191116_004340_AR-208_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-208,not collected,SRP332705,blood
SRR15476505,not collected,AMPLICON,7425,438130,not applicable,PRJNA754842,SAMN20807871,Human,405116,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776752,Sequel,AR-207,m54042_191116_004340_AR-207_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-207,not collected,SRP332705,blood
SRR15476506,not collected,AMPLICON,6109,2132051,not applicable,PRJNA754842,SAMN20807871,Human,975800,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776751,Sequel,AR-207,m54042_191116_004340_AR-207_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-207,not collected,SRP332705,blood
SRR15476507,not collected,AMPLICON,7512,353070,not applicable,PRJNA754842,SAMN20807870,Human,332736,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776750,Sequel,AR-206,m54042_191116_004340_AR-206_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-206,not collected,SRP332705,blood
SRR15476508,not collected,AMPLICON,6083,2615890,not applicable,PRJNA754842,SAMN20807870,Human,1186577,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776749,Sequel,AR-206,m54042_191116_004340_AR-206_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-206,not collected,SRP332705,blood
SRR15476509,not collected,AMPLICON,7545,301839,not applicable,PRJNA754842,SAMN20807869,Human,290371,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776748,Sequel,AR-205,m54042_191116_004340_AR-205_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-205,not collected,SRP332705,blood
SRR15476510,not collected,AMPLICON,6108,2968574,not applicable,PRJNA754842,SAMN20807869,Human,1351455,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776747,Sequel,AR-205,m54042_191116_004340_AR-205_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-205,not collected,SRP332705,blood
SRR15476511,not collected,AMPLICON,6097,4335519,not applicable,PRJNA754842,SAMN20807696,Human,2740067,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776746,Sequel,AR-021,m54042_190927_043336_AR-021_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-021,not collected,SRP332705,blood
SRR15476512,not collected,AMPLICON,1825,21642677,not applicable,PRJNA754842,SAMN20807679,Human,4470954,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776745,Sequel,AR-004,m54042_190926_081310_AR-004_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-004,not collected,SRP332705,blood
SRR15476513,not collected,AMPLICON,7493,292232,not applicable,PRJNA754842,SAMN20807868,Human,292667,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776744,Sequel,AR-204,m54042_191116_004340_AR-204_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-204,not collected,SRP332705,blood
SRR15476514,not collected,AMPLICON,6097,1359829,not applicable,PRJNA754842,SAMN20807868,Human,681607,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776743,Sequel,AR-204,m54042_191116_004340_AR-204_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-204,not collected,SRP332705,blood
SRR15476515,not collected,AMPLICON,7779,23338,not applicable,PRJNA754842,SAMN20807867,Human,162997,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776742,Sequel II,AR-203,m64123_210408_050021_AR-203_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-203,not collected,SRP332705,blood
SRR15476516,not collected,AMPLICON,6220,1666999,not applicable,PRJNA754842,SAMN20807867,Human,640502,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776741,Sequel II,AR-203,m64123_210408_050021_AR-203_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-203,not collected,SRP332705,blood
SRR15476517,not collected,AMPLICON,7657,30628,not applicable,PRJNA754842,SAMN20807867,Human,169668,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776740,Sequel,AR-203,m54042_191116_004340_AR-203_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-203,not collected,SRP332705,blood
SRR15476518,not collected,AMPLICON,5994,245783,not applicable,PRJNA754842,SAMN20807867,Human,269363,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776739,Sequel,AR-203,m54042_191116_004340_AR-203_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-203,not collected,SRP332705,blood
SRR15476519,not collected,AMPLICON,7505,600403,not applicable,PRJNA754842,SAMN20807866,Human,353509,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776738,Sequel II,AR-202,m64123_210408_050021_AR-202_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-202,not collected,SRP332705,blood
