sample,gene,truth_1,truth_2,infer_1,infer_2
NA18517,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
NA18517,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
NA18517,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
NA18517,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
NA18517,TRAJ37,01,02,TRAJ37*02,TRAJ37*01
NA18517,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
NA18517,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
NA18517,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
NA18517,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
NA18517,TRAJ32,01,02,TRAJ32*02,TRAJ32*01
NA18517,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
NA18517,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
NA18517,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
NA18517,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
NA18517,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
NA18517,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
NA18517,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
NA18517,TRAJ24,02,02,TRAJ24*02,TRAJ24*02
NA18517,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
NA18517,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
NA18517,TRAJ21,01,M_18,TRAJ21*01,NA
NA18517,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
NA18517,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
NA18517,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
NA18517,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
NA18517,TRAJ16,02,02,TRAJ16*02,TRAJ16*02
NA18517,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
NA18517,TRAJ13,02,02,TRAJ13*02,TRAJ13*02
NA18517,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
NA18517,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
NA18517,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
NA18517,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
NA18517,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
NA18517,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
NA18517,TRAJ5,01,01,TRAJ5*01,TRAJ5*01
NA18517,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
NA18517,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
NA18517,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
NA18517,TRAJ1,01,M_16,TRAJ1*01,TRAJ1*01
NA18517,TRBV2,01,01,TRBV2*01,TRBV2*01
NA18517,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
NA18517,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
NA18517,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
NA18517,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
NA18517,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
NA18517,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
NA18517,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
NA18517,TRBV7-2,01,02,TRBV7-2*01,TRBV7-2*02
NA18517,TRBV6-4,01,02,TRBV6-4*02,TRBV6-4*01
NA18517,TRBV7-3,01,03,TRBV7-3*03,TRBV7-3*01
NA18517,TRBV5-3,01,02,TRBV5-3*02,TRBV5-3*01
NA18517,TRBV9,01,02,TRBV9*02,TRBV9*01
NA18517,TRBV10-1,01,01,TRBV10-1*01,TRBV10-1*01
NA18517,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
NA18517,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
NA18517,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
NA18517,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
NA18517,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
NA18517,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
NA18517,TRBV6-6,01,02,TRBV6-6*02,TRBV6-6*02
NA18517,TRBV5-5,02,N_197,TRBV5-5*02,TRBV5-5*01
NA18517,TRBV6-7,01,01,TRBV6-7*01,TRBV6-7*01
NA18517,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
NA18517,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
NA18517,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
NA18517,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
NA18517,TRBV5-7,01,M_14,TRBV5-7*01,TRBV5-7*01
NA18517,TRBV7-9,01,N_137,TRBV7-9*03,TRBV7-9*01
NA18517,TRBV13,01,01,TRBV13*01,TRBV13*01
NA18517,TRBV10-3,01,01,TRBV10-3*01,TRBV10-3*01
NA18517,TRBV11-3,01,01,TRBV11-3*01,TRBV11-3*01
NA18517,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
NA18517,TRBV12-4,01,01,TRBV12-4*01,TRBV12-4*01
NA18517,TRBV12-5,01,01,TRBV12-5*01,TRBV12-5*01
NA18517,TRBV14,01,02,TRBV14*01,TRBV14*02
NA18517,TRBV15,02,02,TRBV15*02,TRBV15*02
NA18517,TRBV16,01,01,TRBV16*01,TRBV16*01
NA18517,TRBV17,01,02,TRBV17*02,TRBV17*01
NA18517,TRBV18,01,01,TRBV18*01,TRBV18*01
NA18517,TRBV19,01,01,TRBV19*01,TRBV19*01
NA18517,TRBV20-1,02,02,TRBV20-1*02,TRBV20-1*02
NA18517,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
NA18517,TRBV24-1,01,02,TRBV24-1*01,TRBV24-1*02
NA18517,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
NA18517,TRBV27,01,01,TRBV27*01,TRBV27*01
NA18517,TRBV28,01,01,TRBV28*01,TRBV28*01
NA18517,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
NA18517,TRBD1,01,01,TRBD1*01,TRBD1*01
NA18517,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
NA18517,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
NA18517,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
NA18517,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
NA18517,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
NA18517,TRBJ1-6,01,02,TRBJ1-6*01,TRBJ1-6*02
NA18517,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
NA18517,TRBJ2-2,NA,NA,TRBJ2-2*01,TRBJ2-2*01
NA18517,TRBV30,04,02,TRBV30*04,TRBV30*02
NA10831,TRAV1-1,02,02,TRAV1-1*02,TRAV1-1*02
NA10831,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
NA10831,TRAV2,01,01,TRAV2*01,TRAV2*01
NA10831,TRAV3,01,01,TRAV3*01,TRAV3*01
NA10831,TRAV4,01,01,TRAV4*01,TRAV4*01
NA10831,TRAV5,01,01,TRAV5*01,TRAV5*01
NA10831,TRAV6,02,02,TRAV6*02,TRAV6*02
NA10831,TRAV7,01,01,TRAV7*01,TRAV7*01
NA10831,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
NA10831,TRAV9-1,01,01,TRAV9-1*01,TRAV9-1*01
NA10831,TRAV10,01,01,TRAV10*01,TRAV10*01
NA10831,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
NA10831,TRAV8-2,01,01,TRAV8-2*01,TRAV8-2*01
NA10831,TRAV8-3,01,01,TRAV8-3*01,TRAV8-3*01
NA10831,TRAV13-1,02,02,TRAV13-1*02,TRAV13-1*02
NA10831,TRAV12-2,01,02,TRAV12-2*02,TRAV12-2*01
NA10831,TRAV8-4,03,N_220,TRAV8-4*03,TRAV8-4*01
NA10831,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
NA10831,TRAV9-2,01,02,TRAV9-2*01,TRAV9-2*02
NA10831,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
NA10831,TRAV8-6,01,02,TRAV8-6*01,TRAV8-6*02
NA10831,TRAV16,01,01,TRAV16*01,TRAV16*01
NA10831,TRAV17,01,01,TRAV17*01,TRAV17*01
NA10831,TRAV18,01,01,TRAV18*01,TRAV18*01
NA10831,TRAV19,01,N_223,TRAV19*01,TRAV19*01
NA10831,TRAV20,02,02,TRAV20*02,TRAV20*02
NA10831,TRAV21,01,02,TRAV21*01,TRAV21*02
NA10831,TRAV22,01,01,TRAV22*01,TRAV22*01
NA10831,TRAV24,01,01,TRAV24*01,TRAV24*01
NA10831,TRAV25,01,01,TRAV25*01,TRAV25*01
NA10831,TRAV26-1,01,02,TRAV26-1*02,TRAV26-1*01
NA10831,TRAV8-7,01,01,TRAV8-7*01,TRAV8-7*01
NA10831,TRAV27,01,N_108,TRAV27*01,NA
NA10831,TRAV30,01,N_188,TRAV30*05,TRAV30*01
NA10831,TRAV26-2,01,01,TRAV26-2*01,TRAV26-2*01
NA10831,TRAV34,01,01,TRAV34*01,TRAV34*01
NA10831,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
NA10831,TRAV39,01,01,TRAV39*01,TRAV39*01
NA10831,TRAV40,01,01,TRAV40*01,TRAV40*01
NA10831,TRAV41,01,01,TRAV41*01,TRAV41*01
NA10831,TRDV2,03,N_224,TRDV2*03,TRDV2*01
NA10831,TRDD1,01,01,TRDD1*01,TRDD1*01
NA10831,TRDD2,01,01,TRDD2*01,TRDD2*01
NA10831,TRDD3,01,01,TRDD3*01,TRDD3*01
NA10831,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
NA10831,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
NA10831,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
NA10831,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
NA10831,TRDV3,01,02,TRDV3*01,TRDV3*02
NA10831,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
NA10831,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
NA10831,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
NA10831,TRAJ57,01,M_13,TRAJ57*01,TRAJ57*01
NA10831,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
NA10831,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
NA10831,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
NA10831,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
NA10831,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
NA10831,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
NA10831,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
NA10831,TRAJ47,01,02,TRAJ47*02,TRAJ47*01
NA10831,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
NA10831,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
NA10831,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
NA10831,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
NA10831,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
NA10831,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
NA10831,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
NA10831,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
NA10831,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
NA10831,TRAJ37,02,02,TRAJ37*02,TRAJ37*02
NA10831,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
NA10831,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
NA10831,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
NA10831,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
NA10831,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
NA10831,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
NA10831,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
NA10831,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
NA10831,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
NA10831,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
NA10831,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
NA10831,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
NA10831,TRAJ24,02,02,TRAJ24*02,TRAJ24*02
NA10831,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
NA10831,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
NA10831,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
NA10831,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
NA10831,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
NA10831,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
NA10831,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
NA10831,TRAJ16,01,02,TRAJ16*02,TRAJ16*01
NA10831,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
NA10831,TRAJ13,01,02,TRAJ13*02,TRAJ13*01
NA10831,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
NA10831,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
NA10831,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
NA10831,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
NA10831,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
NA10831,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
NA10831,TRAJ5,01,01,TRAJ5*01,TRAJ5*01
NA10831,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
NA10831,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
NA10831,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
NA10831,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
NA10831,TRBV2,01,01,TRBV2*01,TRBV2*01
NA10831,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
NA10831,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
NA10831,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
NA10831,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
NA10831,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
NA10831,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
NA10831,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
NA10831,TRBV7-2,01,02,TRBV7-2*01,TRBV7-2*02
NA10831,TRBV6-4,01,01,TRBV6-4*01,TRBV6-4*01
NA10831,TRBV7-3,01,02,TRBV7-3*02,TRBV7-3*01
NA10831,TRBV5-3,01,N_213,TRBV5-3*01,TRBV5-3*01
NA10831,TRBV9,01,01,TRBV9*01,TRBV9*01
NA10831,TRBV10-1,01,01,TRBV10-1*01,TRBV10-1*01
NA10831,TRBV11-1,01,N_214,TRBV11-1*01,TRBV11-1*01
NA10831,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
NA10831,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
NA10831,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
NA10831,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
NA10831,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
NA10831,TRBV6-6,01,01,TRBV6-6*01,TRBV6-6*01
NA10831,TRBV5-5,02,02,TRBV5-5*02,TRBV5-5*02
NA10831,TRBV6-7,01,N_215,TRBV6-7*01,TRBV6-7*01
NA10831,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
NA10831,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
NA10831,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
NA10831,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
NA10831,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
NA10831,TRBV7-9,01,01,TRBV7-9*01,TRBV7-9*01
NA10831,TRBV13,01,01,TRBV13*01,TRBV13*01
NA10831,TRBV10-3,01,02,TRBV10-3*01,TRBV10-3*02
NA10831,TRBV11-3,01,01,TRBV11-3*01,TRBV11-3*01
NA10831,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
NA10831,TRBV12-4,01,01,TRBV12-4*01,TRBV12-4*01
NA10831,TRBV12-5,01,01,TRBV12-5*01,TRBV12-5*01
NA10831,TRBV14,01,01,TRBV14*01,TRBV14*01
NA10831,TRBV15,02,02,TRBV15*02,TRBV15*02
NA10831,TRBV16,01,01,TRBV16*01,TRBV16*01
NA10831,TRBV17,02,02,TRBV17*02,TRBV17*02
NA10831,TRBV18,01,01,TRBV18*01,TRBV18*01
NA10831,TRBV19,01,01,TRBV19*01,TRBV19*01
NA10831,TRBV20-1,02,02,TRBV20-1*02,TRBV20-1*02
NA10831,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
NA10831,TRBV24-1,02,02,TRBV24-1*02,TRBV24-1*01
NA10831,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
NA10831,TRBV27,01,01,TRBV27*01,TRBV27*01
NA10831,TRBV28,01,01,TRBV28*01,TRBV28*01
NA10831,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
NA10831,TRBD1,01,01,TRBD1*01,TRBD1*01
NA10831,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
NA10831,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
NA10831,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
NA10831,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
NA10831,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
NA10831,TRBJ1-6,02,02,TRBJ1-6*02,TRBJ1-6*02
NA10831,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
NA10831,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
NA10831,TRBV30,01,N_186,TRBV30*01,TRBV30*03
HG01361,TRAV1-1,02,02,TRAV1-1*02,TRAV1-1*02
HG01361,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
HG01361,TRAV2,01,01,TRAV2*01,TRAV2*01
HG01361,TRAV3,01,01,TRAV3*01,TRAV3*01
HG01361,TRAV4,01,01,TRAV4*01,TRAV4*01
HG01361,TRAV5,01,01,TRAV5*01,TRAV5*01
HG01361,TRAV6,02,07,TRAV6*07,TRAV6*02
HG01361,TRAV7,01,01,TRAV7*01,TRAV7*01
HG01361,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
HG01361,TRAV9-1,01,01,TRAV9-1*01,TRAV9-1*01
HG01361,TRAV10,01,01,TRAV10*01,TRAV10*01
HG01361,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
HG01361,TRAV8-2,01,01,TRAV8-2*01,TRAV8-2*01
HG01361,TRAV8-3,01,02,TRAV8-3*02,TRAV8-3*01
HG01361,TRAV13-1,01,02,TRAV13-1*01,TRAV13-1*02
HG01361,TRAV12-2,01,02,TRAV12-2*01,TRAV12-2*02
HG01361,TRAV8-4,01,03,TRAV8-4*01,TRAV8-4*03
HG01361,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
HG01361,TRAV9-2,01,02,TRAV9-2*02,TRAV9-2*01
HG01361,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
HG01361,TRAV8-6,01,02,TRAV8-6*01,TRAV8-6*02
HG01361,TRAV16,01,01,TRAV16*01,TRAV16*01
HG01361,TRAV17,01,01,TRAV17*01,TRAV17*01
HG01361,TRAV18,01,01,TRAV18*01,TRAV18*01
HG01361,TRAV19,01,01,TRAV19*01,TRAV19*01
HG01361,TRAV20,02,02,TRAV20*02,TRAV20*02
HG01361,TRAV21,01,02,TRAV21*01,TRAV21*02
HG01361,TRAV22,01,01,TRAV22*01,TRAV22*01
HG01361,TRAV24,01,01,TRAV24*01,TRAV24*01
HG01361,TRAV25,01,N_234,TRAV25*01,TRAV25*01
HG01361,TRAV26-1,01,02,TRAV26-1*02,TRAV26-1*01
HG01361,TRAV8-7,01,02,TRAV8-7*01,TRAV8-7*02
HG01361,TRAV27,01,03,TRAV27*03,TRAV27*01
HG01361,TRAV30,01,N_235,TRAV30*01,TRAV30*01
HG01361,TRAV26-2,01,01,TRAV26-2*01,TRAV26-2*01
HG01361,TRAV34,01,01,TRAV34*01,TRAV34*01
HG01361,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
HG01361,TRAV39,01,01,TRAV39*01,TRAV39*01
HG01361,TRAV40,01,N_236,TRAV40*01,TRAV40*01
HG01361,TRAV41,01,01,TRAV41*01,TRAV41*01
HG01361,TRDV2,02,03,TRDV2*03,TRDV2*02
HG01361,TRDD1,01,01,TRDD1*01,TRDD1*01
HG01361,TRDD2,01,01,TRDD2*01,TRDD2*01
HG01361,TRDD3,01,01,TRDD3*01,TRDD3*01
HG01361,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
HG01361,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
HG01361,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
HG01361,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
HG01361,TRDV3,01,01,TRDV3*01,TRDV3*01
HG01361,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
HG01361,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
HG01361,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
HG01361,TRAJ57,01,01,TRAJ57*01,TRAJ57*01
HG01361,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
HG01361,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
HG01361,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
HG01361,TRAJ52,01,M_21,TRAJ52*01,TRAJ52*01
HG01361,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
HG01361,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
HG01361,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
HG01361,TRAJ47,01,02,TRAJ47*02,TRAJ47*01
HG01361,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
HG01361,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
HG01361,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
HG01361,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
HG01361,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
HG01361,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
HG01361,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
HG01361,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
HG01361,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
HG01361,TRAJ37,01,02,TRAJ37*02,TRAJ37*01
HG01361,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
HG01361,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
HG01361,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
HG01361,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
HG01361,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
HG01361,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
HG01361,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
HG01361,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
HG01361,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
HG01361,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
HG01361,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
HG01361,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
HG01361,TRAJ24,02,02,TRAJ24*02,TRAJ24*02
HG01361,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
HG01361,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
HG01361,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
HG01361,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
HG01361,TRAJ19,01,M_2,TRAJ19*01,TRAJ19*01
HG01361,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
HG01361,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
HG01361,TRAJ16,01,02,TRAJ16*02,TRAJ16*01
HG01361,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
HG01361,TRAJ13,01,02,TRAJ13*02,TRAJ13*01
HG01361,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
HG01361,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
HG01361,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
HG01361,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
HG01361,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
HG01361,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
HG01361,TRAJ5,01,01,TRAJ5*01,TRAJ5*01
HG01361,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
HG01361,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
HG01361,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
HG01361,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
HG01361,TRBV2,01,01,TRBV2*01,TRBV2*01
HG01361,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
HG01361,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
HG01361,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
HG01361,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
HG01361,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
HG01361,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
HG01361,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
HG01361,TRBV7-2,01,02,TRBV7-2*02,TRBV7-2*01
HG01361,TRBV6-4,01,02,TRBV6-4*02,TRBV6-4*01
HG01361,TRBV7-3,01,03,TRBV7-3*03,TRBV7-3*01
HG01361,TRBV5-3,01,02,TRBV5-3*02,TRBV5-3*01
HG01361,TRBV9,01,02,TRBV9*02,TRBV9*01
HG01361,TRBV10-1,01,N_13,TRBV10-1*02,TRBV10-1*01
HG01361,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
HG01361,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
HG01361,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
HG01361,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
HG01361,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
HG01361,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
HG01361,TRBV6-6,01,01,TRBV6-6*01,TRBV6-6*01
HG01361,TRBV5-5,02,02,TRBV5-5*02,TRBV5-5*02
HG01361,TRBV6-7,01,01,TRBV6-7*01,TRBV6-7*01
HG01361,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
HG01361,TRBV5-6,01,N_227,TRBV5-6*01,TRBV5-6*01
HG01361,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
HG01361,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
HG01361,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
HG01361,TRBV7-9,03,03,TRBV7-9*03,TRBV7-9*03
HG01361,TRBV13,01,01,TRBV13*01,TRBV13*01
HG01361,TRBV10-3,02,02,TRBV10-3*02,TRBV10-3*02
HG01361,TRBV11-3,01,01,TRBV11-3*01,TRBV11-3*01
HG01361,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
HG01361,TRBV12-4,01,01,TRBV12-4*01,TRBV12-4*01
HG01361,TRBV12-5,N_160,N_160,TRBV12-5*01,TRBV12-5*01
HG01361,TRBV14,01,01,TRBV14*01,TRBV14*01
HG01361,TRBV15,02,02,TRBV15*02,TRBV15*02
